gc,kind,pause_us,suspend_us,fixctx_us,roots_us,freach_us,handles_us,dep_us,after_us,weak_us,cards_us,card_regions,sweep_us,zero_us,zero_mb,marked_n,marked_mb,live_mb,committed_mb,win_n,win_ms,wait_ms,carve_ms,wzero_ms,blk_n,span_n,hole_n,clean_n,pause_a_us,window_us,pause_b_us,window_marked_n,bsusp_us,rescan_us,drain2_us,predrain_us,predrain_cards,predrain_passes,csweep_us,trim_us,pool_mb,bfresh_n,breo_n,bold_n,holes_mb,tail_mb,cls_n,clsfree_mb,spanreg_n,budget_mb,reason,cold_n,fitdisc_n,disc_mb,req_mb
87,young,14472,23,7,9239,0,12,1,0,876,2072,284,2156,679939,25680.0,116416,9.5,93.7,892.0,290636,451.9,149.6,118.8,133.0,2093,0,276592,243635,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,381,509.4,18.7,22,16.4,0,285.7,,4255,0,67.8,139.2
88,young,16858,66,5,8894,0,8,1,1,860,4340,301,2593,692656,25905.9,198744,15.9,109.6,892.0,294156,455.2,149.7,120.0,134.3,2093,0,280180,246777,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,381,442.0,18.7,22,16.4,0,301.6,,4298,0,68.7,141.0
89,young,16784,36,9,4186,0,12,1,0,1020,8399,310,3042,701051,26139.0,276842,23.0,132.6,892.0,297090,457.6,149.9,121.0,135.1,2104,0,283169,249536,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,381,348.4,18.7,22,15.6,0,324.6,,4346,0,69.3,142.3
90,full-cycle,30360,23,5030,0,0,0,1,1,1286,4285,230,1301,707506,26387.2,594941,63.6,63.6,892.0,300607,461.6,150.0,122.5,136.8,2128,0,286489,252512,5053,15442,7042,475990,18,1362,70,0,0,0,2811,0,138.0,2,15,338,596.9,3.7,22,20.9,0,256.0,promoted,4437,0,70.2,144.1
91,young,13930,28,7,6512,0,8,1,0,717,5925,281,641,726180,27053.0,178150,17.0,80.6,892.0,303151,465.9,150.1,123.2,139.8,2142,0,289040,254107,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,354,555.7,1.9,22,20.0,0,272.6,,4442,0,70.8,145.4
92,young,20588,104,5,7021,0,11,2,1,861,9912,253,2581,730632,27251.3,286726,23.6,104.2,892.0,307320,468.5,150.2,124.4,140.5,2153,0,293270,258131,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,354,446.9,1.9,22,19.1,0,296.2,,4485,0,71.8,147.4
93,young,8770,27,7,3582,0,7,1,0,857,1820,311,2353,735293,27428.7,85256,7.8,112.0,892.0,310730,470.7,150.4,125.4,141.0,2170,0,296734,261465,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,354,401.8,1.9,22,18.0,0,304.0,,4523,0,72.5,149.0
94,young,11182,32,7,3911,0,8,1,0,860,4041,308,2225,742071,27692.9,138554,11.8,123.8,892.0,313447,484.8,161.1,127.2,142.1,2170,0,299518,263890,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,354,355.4,1.9,22,18.0,0,315.8,,4565,0,73.2,150.3
95,young,17070,31,5,6669,0,9,1,0,1039,6066,327,3130,748606,27964.7,200819,15.7,139.5,892.0,316305,487.3,161.2,128.1,143.1,2170,0,302435,266508,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,354,286.2,1.9,22,18.0,0,331.5,,4595,0,73.8,151.5
96,full-cycle,37806,34,6150,0,0,0,1,0,1207,3962,241,1222,760948,28267.7,520906,57.0,57.0,892.0,320032,492.0,161.5,129.6,145.4,2204,0,305293,269375,6184,17523,8903,444301,20,3573,121,0,0,0,5181,0,110.0,2,22,345,626.3,3.7,22,20.2,0,256.0,promoted,4692,0,74.7,153.4
97,young,20905,94,6,12310,0,13,1,1,864,6282,275,1291,776621,28958.7,351125,34.2,91.2,892.0,322479,495.9,161.5,130.4,148.1,2261,0,307748,270810,0,0,0,0,0,0,0,0,0,0,0,1,110.0,0,0,369,540.6,3.7,22,16.8,0,283.2,,4700,0,75.3,154.7
98,young,18607,22,7,6148,0,21,2,1,1078,7667,283,3523,780074,29101.1,237289,18.6,109.9,892.0,326545,498.4,161.7,131.6,148.7,2265,0,311883,274752,0,0,0,0,0,0,0,0,0,0,0,1,110.0,0,0,369,455.2,3.7,22,16.5,0,301.9,,4742,0,76.2,156.5
99,young,16885,106,3,7247,0,15,2,1,952,6069,308,2401,785605,29311.7,214622,16.4,126.3,892.0,329446,501.1,161.8,132.6,149.8,2266,0,314832,277397,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,369,390.0,3.7,22,16.4,0,318.3,,4775,0,76.8,157.8
100,full-cycle,33467,41,2869,0,0,0,1,1,1184,1930,210,1200,793317,29584.9,576813,61.1,61.1,892.0,332952,504.4,161.9,133.9,151.0,2299,0,318432,280528,2911,13751,13524,466020,101,6330,3957,0,0,0,3176,0,170.0,10,18,311,549.7,18.6,22,21.1,0,256.0,promoted,4876,0,77.6,159.6
101,young,8572,20,4,3088,0,9,1,0,810,3802,260,798,806962,30191.8,163366,16.3,77.4,892.0,335643,508.2,162.0,134.7,153.6,2308,0,321118,282134,0,0,0,0,0,0,0,0,0,0,0,0,172.0,0,0,338,510.6,16.7,22,20.4,0,269.4,,4882,0,78.3,161.0
102,young,17118,60,7,7822,1,11,2,1,799,6703,264,1629,810899,30393.3,253423,21.2,98.6,892.0,338172,509.9,162.1,135.6,153.9,2331,0,323727,284635,0,0,0,0,0,0,0,0,0,0,0,0,172.0,0,2,336,418.4,16.7,22,18.9,0,290.6,,4929,0,78.9,162.1
103,young,16919,32,6,9206,0,10,1,1,968,4067,293,2545,814858,30586.1,207208,16.5,115.1,892.0,342139,512.6,162.2,136.7,154.7,2331,0,327745,288380,0,0,0,0,0,0,0,0,0,0,0,0,172.0,0,0,338,338.4,16.7,22,18.9,0,307.1,,4962,0,79.8,164.0
104,young,20922,155,4,11305,0,10,1,1,957,4947,309,3436,820928,30812.7,284955,22.5,137.6,892.0,345416,515.3,162.3,137.7,155.7,2331,0,331077,291404,0,0,0,0,0,0,0,0,0,0,0,0,172.0,0,0,338,245.9,16.7,22,18.9,0,329.6,,4995,0,80.5,165.5
105,full-cycle,50636,116,7426,0,0,0,2,1,1393,4673,270,1417,831352,31144.9,636468,66.6,66.6,898.0,349601,521.5,162.6,139.3,159.4,2368,0,333848,294221,7542,19725,15645,467294,97,6730,2722,0,0,0,7627,1,50.0,7,34,361,639.0,12.9,22,19.7,0,258.6,promoted,5095,0,81.5,167.5
106,young,18162,102,7,10943,0,10,1,1,863,4830,292,1319,849056,31835.6,324334,30.6,97.2,898.0,352158,525.1,162.7,140.1,161.7,2391,0,336416,295904,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,1,401,579.7,12.9,22,18.1,0,289.2,,5108,0,82.2,168.8
107,young,19029,77,4,11136,0,11,2,0,873,4632,303,2205,852757,31984.9,259569,20.7,118.0,898.0,355553,527.2,162.9,141.2,162.1,2403,0,339875,299268,0,0,0,0,0,0,0,0,0,0,0,1,50.0,0,0,402,505.1,12.9,22,17.4,0,310.0,,5145,0,83.0,170.5
108,young,18117,224,5,8297,0,10,1,1,919,5311,337,3234,858475,32212.1,218531,16.7,134.7,898.0,358643,529.9,163.0,142.1,163.1,2403,0,343027,302125,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,402,440.9,12.9,22,17.4,0,326.7,,5179,0,83.7,171.9
109,full-cycle,46096,109,8522,0,0,0,1,1,1364,5191,252,1378,864712,32490.6,676076,70.4,70.4,898.0,364057,533.8,163.2,143.8,164.3,2434,0,348534,307252,8631,21770,11775,518464,30,4123,1046,0,0,0,3832,0,110.0,12,17,343,592.1,21.9,22,20.3,0,262.4,promoted,5290,0,85.0,174.5
110,young,17190,94,4,8778,0,10,2,0,775,6333,265,1124,879679,33145.7,246388,22.5,92.9,898.0,367061,538.1,163.3,144.7,167.2,2460,0,351558,309164,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,372,532.1,21.9,22,18.6,0,284.9,,5297,0,85.7,175.9
111,young,13859,110,4,7114,0,8,2,0,836,3498,273,2186,883227,33327.2,184612,14.5,107.4,898.0,371104,541.1,163.4,145.9,168.3,2462,0,355633,312885,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,372,438.9,21.9,22,18.5,0,299.4,,5327,0,86.6,177.7
112,young,10370,28,6,3858,0,8,2,1,861,2774,305,2737,888114,33533.7,161325,13.1,120.5,898.0,374727,543.9,163.5,146.9,169.4,2462,0,359310,316216,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,372,381.7,21.9,22,18.5,0,312.5,,5361,0,87.5,179.5
113,young,17680,54,6,7859,0,11,1,0,937,5373,331,3320,896623,33791.2,233250,18.4,138.9,898.0,377762,546.8,163.6,147.9,170.7,2467,0,362393,318899,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,372,310.1,21.9,22,18.1,0,330.9,,5399,0,88.2,181.0
114,full-cycle,48493,92,5738,0,0,0,1,1,1392,3727,280,1407,906007,34105.2,618481,64.9,64.9,898.0,382004,552.0,163.9,149.4,173.4,2520,0,365762,322311,5830,21525,16182,424112,96,6008,4940,0,0,0,4842,0,82.0,8,27,351,621.3,14.7,22,20.3,0,256.9,starved,5542,0,89.1,183.0
115,young,13690,35,7,7625,0,8,1,1,796,4384,293,743,922351,34795.3,208760,22.2,87.0,898.0,384401,555.9,164.0,150.2,176.0,2563,0,368164,323810,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,386,586.9,14.7,22,17.6,0,279.0,,5547,0,89.7,184.2
116,young,16119,37,7,9554,0,11,1,0,844,3756,277,1801,927071,34977.1,259359,20.6,107.6,898.0,387347,558.1,164.1,151.1,176.8,2564,0,371199,326601,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,2,384,509.0,14.7,22,17.5,0,299.6,,5596,0,90.4,185.6
117,young,17672,100,4,7228,0,14,1,1,916,6741,315,2568,932470,35196.4,195392,14.7,122.3,898.0,390187,559.9,164.2,152.1,177.1,2564,0,374097,329422,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,386,455.1,14.7,22,17.5,0,314.3,,5645,0,91.1,187.0
118,young,15598,40,6,3552,0,11,2,0,1042,7406,331,3442,939098,35456.6,239767,18.7,141.0,898.0,393690,563.1,164.3,153.2,177.9,2564,0,377648,332734,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,2,384,355.5,14.7,22,17.5,0,333.0,,5677,0,91.9,188.7
119,full-cycle,56932,104,8838,0,0,0,2,1,1476,3554,324,1503,948844,35723.0,779723,78.6,78.6,910.0,398812,568.0,164.9,155.1,179.5,2582,0,382077,337384,8941,26026,18852,524933,90,5285,8412,0,0,0,3037,0,82.0,8,14,370,632.0,14.7,22,21.0,0,270.6,promoted,5782,0,93.1,191.1
120,young,12388,30,7,6695,0,11,1,0,791,3956,318,809,963419,36419.9,142053,15.2,93.8,910.0,401749,572.0,165.0,156.0,182.1,2616,0,385045,339211,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,392,582.8,14.7,22,18.4,0,285.8,,5806,0,93.7,192.4
121,young,17117,24,6,7230,0,11,1,0,903,6523,290,2319,968688,36629.8,227581,18.7,112.5,910.0,405677,575.0,165.1,157.2,183.1,2624,0,389028,342854,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,392,492.7,14.7,22,17.9,0,304.5,,5843,0,94.5,194.1
122,young,11335,33,6,4957,0,8,1,1,846,3305,310,2089,973804,36839.5,137752,10.6,123.1,910.0,409141,577.7,165.3,158.4,183.9,2624,0,392543,346142,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,392,447.6,14.7,22,17.9,0,315.1,,5879,0,95.3,195.7
123,young,17388,98,6,8421,0,13,2,0,1100,4405,315,3242,982488,37116.7,226053,17.7,140.9,910.0,412196,580.5,165.4,159.4,184.9,2624,0,395653,348925,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,0,392,371.6,14.7,22,17.9,0,332.9,,5914,0,95.9,197.1
124,full-cycle,44758,97,6204,0,0,0,2,1,1354,2489,305,1369,990442,37409.5,680907,70.2,70.2,910.0,417144,585.3,165.6,161.1,187.1,2654,0,400253,353201,6301,23221,10734,548796,93,4028,2748,0,0,0,4410,0,110.0,7,21,350,608.7,13.0,22,20.5,0,262.2,starved,6002,0,97.1,199.4
125,young,13561,45,6,8532,0,8,1,0,804,3443,301,629,1005424,38082.5,181952,17.6,87.8,910.0,419815,589.5,165.7,161.9,189.9,2678,0,402956,354770,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,378,571.7,13.0,22,18.9,0,279.8,,6009,0,97.7,200.8
126,young,15726,37,7,6737,0,11,2,0,926,5933,284,1968,1009984,38280.0,251660,20.3,108.1,910.0,422496,591.9,165.8,162.8,191.0,2678,0,405699,357157,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,378,483.6,13.0,22,18.9,0,300.1,,6043,0,98.3,202.0
127,young,16962,31,8,11125,0,7,1,0,882,2210,312,2620,1014848,38490.1,189881,16.3,124.4,910.0,426270,595.3,165.9,163.9,192.6,2699,0,409544,360503,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,378,413.9,13.0,22,17.5,0,316.4,,6087,0,99.2,203.7
128,young,19616,97,4,6073,0,13,1,0,945,8640,347,3751,1019937,38733.8,232713,18.4,142.8,910.0,430290,598.3,166.0,165.1,193.5,2699,0,413613,364252,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,378,335.3,13.0,22,17.5,0,334.8,,6119,0,100.1,205.6
129,full-cycle,36122,99,5439,0,0,0,2,0,1232,1546,259,1248,1026930,39020.5,573174,61.8,61.8,910.0,434410,601.9,166.2,166.5,194.9,2722,0,417342,367972,5539,21653,5855,563055,20,2985,50,0,0,0,3057,0,158.0,5,16,333,589.1,9.4,22,21.3,0,256.0,promoted,6219,0,101.1,207.6
130,young,13179,34,7,6327,0,15,2,1,786,4692,299,1226,1048072,39668.3,189810,17.8,79.5,910.0,437448,606.9,166.3,167.5,198.2,2738,0,420397,369967,0,0,0,0,0,0,0,0,0,0,0,0,158.0,0,1,353,541.9,9.4,22,20.0,0,271.5,,6235,0,101.9,209.2
131,young,19083,54,6,10561,0,10,2,1,822,5328,281,2220,1052245,39860.5,290157,23.0,102.5,910.0,441408,609.0,166.4,168.6,198.5,2741,0,424419,373910,0,0,0,0,0,0,0,0,0,0,0,0,158.0,0,0,354,439.5,9.4,22,19.8,0,294.5,,6272,0,102.7,211.0
132,young,20040,33,7,6322,0,11,1,1,938,9895,300,2772,1056734,40045.0,336922,26.7,129.2,910.0,444312,611.7,166.5,169.6,199.6,2747,0,427353,376507,0,0,0,0,0,0,0,0,0,0,0,0,158.0,0,0,354,344.3,9.4,22,19.5,0,321.2,,6303,0,103.3,212.3
133,full-cycle,28277,30,2600,0,0,0,2,0,1220,2765,253,1239,1064454,40298.6,516800,56.3,56.3,910.0,448157,616.0,166.7,170.9,201.7,2790,0,431003,379672,2629,15460,5295,435042,18,405,863,0,0,0,4874,0,180.0,4,24,315,563.6,7.4,22,20.0,0,256.0,promoted,6411,0,104.2,214.1
134,young,14327,67,8,6234,0,10,2,1,763,6284,305,859,1080929,40922.8,277418,28.4,84.7,910.0,450461,620.2,166.8,171.7,204.7,2850,0,433315,380976,0,0,0,0,0,0,0,0,0,0,0,0,180.0,0,2,341,506.6,7.4,22,16.4,0,276.7,,6415,0,104.8,215.3
135,young,16916,102,7,6402,0,16,2,1,833,6955,296,2486,1084959,41082.7,234834,18.6,103.3,910.0,454785,623.1,166.9,173.0,205.5,2853,0,437731,385128,0,0,0,0,0,0,0,0,0,0,0,0,180.0,0,0,343,410.7,7.4,22,16.2,0,295.3,,6458,0,105.8,217.3
136,young,18455,36,7,6476,0,10,1,1,920,7685,316,3238,1089865,41276.6,271051,21.0,124.3,910.0,457856,625.5,167.1,174.0,206.2,2853,0,440866,388094,0,0,0,0,0,0,0,0,0,0,0,0,180.0,0,0,343,322.9,7.4,22,16.2,0,316.3,,6501,0,106.5,218.8
137,full-cycle,25368,36,3481,0,0,0,1,0,1113,1874,251,1126,1097416,41504.4,497406,55.4,55.4,910.0,461021,628.6,167.2,175.2,207.4,2853,0,443715,390903,3516,16761,3406,455806,19,354,28,0,0,0,1676,0,188.0,1,0,338,600.2,1.9,22,23.0,0,256.0,promoted,6567,0,107.2,220.3
138,young,18711,34,8,8756,0,18,2,0,837,6508,303,2469,1114805,42156.5,309903,30.8,86.3,910.0,465357,632.9,167.3,176.5,209.6,2945,0,448138,393447,0,0,0,0,0,0,0,0,0,0,0,0,190.0,0,1,337,485.3,0.0,22,16.6,0,278.3,,6621,0,108.3,222.6
139,young,16841,28,18,6192,0,10,1,1,817,7352,303,2323,1118231,42292.1,238904,19.1,105.4,910.0,468394,635.8,167.4,177.5,211.0,2947,0,451264,396215,0,0,0,0,0,0,0,0,0,0,0,0,190.0,0,0,338,400.5,0.0,22,16.5,0,297.4,,6674,0,109.0,224.0
140,young,17632,68,7,8623,0,13,1,1,943,4888,313,2971,1123404,42499.3,219379,17.4,122.8,910.0,471029,639.0,167.6,178.5,212.5,2947,0,453977,398499,0,0,0,0,0,0,0,0,0,0,0,0,190.0,0,0,338,341.6,0.0,22,16.5,0,314.8,,6719,0,109.6,225.3
141,full-cycle,36680,26,7114,0,0,0,1,0,1168,1798,290,1182,1130127,42766.6,605405,63.7,63.7,910.0,474623,643.2,167.7,179.9,214.4,2968,0,457181,401617,7140,17475,9280,507361,23,2883,3386,0,0,0,2770,0,154.0,1,18,337,595.4,1.9,22,21.6,0,256.0,promoted,6828,0,110.4,227.1
142,young,11189,31,6,3691,0,14,1,1,854,5779,304,740,1148942,43404.9,196222,20.3,84.0,910.0,477171,647.9,167.8,181.0,217.5,3022,0,459733,403048,0,0,0,0,0,0,0,0,0,0,0,1,154.0,0,3,353,541.9,1.9,22,18.0,0,276.0,,6838,0,111.1,228.4
143,young,18478,23,6,9440,0,9,2,1,803,5294,305,2802,1153295,43589.9,272915,22.3,106.3,910.0,481844,651.1,168.0,182.5,218.3,3027,0,464487,407589,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0,0,356,426.3,1.9,22,17.7,0,298.3,,6879,0,112.1,230.5
144,young,13241,36,7,5256,0,10,1,1,855,3927,323,3044,1157642,43766.7,184632,14.4,120.7,910.0,484821,653.1,168.1,183.5,218.7,3033,0,467530,410520,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0,0,356,373.1,1.9,22,17.3,0,312.7,,6925,0,112.8,232.0
145,young,15625,24,6,4629,0,8,2,0,896,6312,339,3653,1165198,44026.9,245828,19.8,140.6,910.0,487662,655.8,168.2,184.5,219.4,3047,0,470446,413269,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0,0,356,301.1,1.9,22,16.4,0,332.6,,6973,0,113.5,233.4
146,full-cycle,24464,32,4651,0,0,0,1,0,1174,780,282,1188,1171450,44312.9,454568,52.4,52.4,910.0,491156,659.7,168.4,185.7,221.3,3047,0,473181,416149,4684,14745,3484,451191,16,1469,25,0,0,0,1548,0,144.0,1,0,360,651.4,1.9,22,22.9,0,256.0,promoted,7033,0,114.3,235.0
147,young,18400,37,5,8651,0,13,2,1,843,7659,307,1097,1187162,45031.8,341461,32.3,84.8,910.0,494062,661.5,168.5,186.6,221.5,3133,0,476133,418896,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,361,537.8,1.9,22,17.2,0,276.8,,7068,0,115.0,236.5
148,young,15873,34,7,4113,0,10,1,1,826,8660,310,2131,1190492,45172.9,292125,23.4,108.2,910.0,496657,663.4,168.6,187.6,221.7,3147,0,478793,421522,0,0,0,0,0,0,0,0,0,0,0,1,144.0,0,1,360,455.2,1.9,22,16.2,0,300.2,,7109,0,115.6,237.7
149,young,16594,22,14,7102,0,8,2,1,825,5214,324,3311,1195746,45381.2,208774,16.9,125.1,910.0,500332,666.5,168.7,188.7,222.9,3154,0,482536,424929,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,361,371.8,1.9,22,15.7,0,317.1,,7151,0,116.5,239.4
150,full-cycle,32660,32,3562,0,0,0,1,0,1090,2249,265,1104,1203012,45631.0,586787,61.5,61.5,910.0,504391,673.7,170.0,190.6,226.4,3192,0,486604,428592,3593,21361,4803,545684,16,1325,104,0,0,0,2886,0,154.0,4,20,332,591.0,7.4,22,20.7,0,256.0,promoted,7250,0,117.4,241.3
151,young,20268,28,9,6947,0,11,1,0,845,11086,299,1263,1219614,46251.9,370863,33.9,95.4,910.0,506955,677.8,170.1,191.5,229.0,3225,0,489174,430271,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0,0,356,498.7,7.4,22,18.8,0,287.4,,7255,0,118.0,242.5
152,young,11558,22,6,6032,0,7,1,0,747,2318,299,2341,1222886,46392.3,118273,9.1,104.5,910.0,511466,680.5,170.4,192.9,229.3,3227,0,493730,434761,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0,0,356,434.3,7.4,22,18.6,0,296.5,,7288,0,119.1,244.7
153,young,16472,28,8,6681,0,10,1,1,888,6080,315,2684,1229507,46626.5,253340,20.4,124.9,910.0,514445,683.6,170.6,193.8,230.9,3229,0,496755,437370,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0,0,356,347.0,7.4,22,18.5,0,316.9,,7320,0,119.7,246.1
154,young,18544,52,6,11081,0,10,2,1,897,3041,338,3352,1234874,46851.9,260887,20.9,145.8,910.0,517546,686.3,170.7,194.8,231.9,3234,0,499915,440227,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0,0,356,273.6,7.4,22,18.1,0,337.8,,7363,0,120.5,247.6
155,full-cycle,23545,24,1833,0,0,0,1,0,1131,2053,244,1145,1243494,47141.1,463821,52.0,52.0,910.0,520730,690.5,170.9,196.2,234.1,3248,0,502282,442794,1857,15995,4042,421323,20,795,23,0,0,0,1646,0,92.0,0,1,386,704.4,0.0,22,23.4,0,256.0,promoted,7436,0,121.2,249.1
156,young,16274,29,7,5251,0,14,2,1,830,8978,317,1072,1266748,47905.2,273523,27.7,79.8,910.0,523831,692.5,171.0,197.1,234.5,3338,0,505443,445656,0,0,0,0,0,0,0,0,0,0,0,0,92.0,0,0,387,602.7,0.0,22,17.5,0,271.8,,7472,0,121.9,250.6
157,young,9514,27,8,4278,0,9,1,0,722,2937,308,1440,1270193,48061.2,153149,14.2,93.9,910.0,526113,694.1,171.1,197.9,234.9,3370,0,507792,447936,0,0,0,0,0,0,0,0,0,0,0,0,92.0,0,0,387,552.3,0.0,22,15.2,0,285.9,,7519,0,122.5,251.6
158,young,15604,35,8,10035,0,8,1,1,807,2633,318,1969,1275239,48292.0,265752,21.2,115.2,910.0,528645,696.0,171.2,198.7,235.3,3370,0,510415,450415,0,0,0,0,0,0,0,0,0,0,0,0,92.0,0,0,387,476.7,0.0,22,15.2,0,307.2,,7575,0,123.1,252.9
159,young,9401,25,14,2715,0,9,2,0,881,3132,340,2552,1280112,48517.3,149212,12.0,127.1,910.0,531932,698.2,171.3,199.8,235.8,3381,0,513777,453633,0,0,0,0,0,0,0,0,0,0,0,0,92.0,0,0,387,415.7,0.0,22,14.6,0,319.1,,7623,0,123.8,254.4
160,full-cycle,32312,33,2014,0,0,0,1,0,1196,2456,247,1210,1287770,48804.3,595236,64.4,64.4,910.0,536160,702.0,171.5,201.3,237.3,3414,0,518107,457548,2047,17916,9211,436498,18,1205,4317,0,0,0,3127,0,150.0,5,22,331,587.9,9.4,22,19.5,0,256.4,promoted,7733,0,124.9,256.6
161,young,14121,39,7,8773,0,7,2,0,727,3202,290,1259,1302401,49441.3,249723,24.4,88.8,910.0,539016,706.4,171.5,202.2,240.3,3442,0,520991,459387,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,1,357,532.4,9.4,22,17.4,0,280.8,,7749,0,125.6,258.0
162,young,14324,24,7,5590,0,9,1,0,740,5350,302,2501,1306325,49616.9,219556,17.4,106.2,910.0,542989,709.4,171.7,203.3,241.4,3442,0,525057,463137,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,2,356,446.7,9.4,22,17.4,0,298.2,,7803,0,126.5,260.0
163,young,14756,32,7,3932,0,10,1,0,864,7465,316,2364,1313894,49826.1,247079,20.0,126.1,910.0,546008,712.3,171.9,204.4,242.5,3442,0,528120,465858,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,358,371.0,9.4,22,17.4,0,318.1,,7836,0,127.3,261.6
164,young,14113,59,7,4722,0,10,2,0,900,5039,332,3300,1320360,50064.7,193049,14.4,140.6,910.0,549097,714.1,172.0,205.5,242.7,3442,0,531263,468967,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,358,317.6,9.4,22,17.4,0,332.6,,7868,0,128.0,263.0
165,full-cycle,26998,34,4437,0,0,0,2,0,1148,1244,283,1162,1327366,50355.4,537208,58.6,58.6,910.0,552746,717.4,172.2,206.8,243.9,3450,0,534206,472251,4472,15013,5761,451694,19,921,2409,0,0,0,1747,0,86.0,1,11,378,689.0,1.9,22,22.7,0,256.0,promoted,7959,0,128.8,264.7
166,young,13311,94,6,5800,0,10,2,1,782,4522,329,1988,1349290,51084.7,264271,26.1,84.7,910.0,556934,722.4,172.4,208.1,246.6,3532,0,538394,474361,0,0,0,0,0,0,0,0,0,0,0,0,88.0,0,0,389,592.1,0.0,22,17.1,0,276.7,,7970,0,129.9,266.9
167,young,18393,19,5,11556,0,11,1,1,810,3866,314,2066,1353008,51237.6,319180,26.4,111.1,910.0,559944,724.6,172.5,209.1,247.3,3543,0,541474,477254,0,0,0,0,0,0,0,0,0,0,0,0,88.0,0,0,389,489.8,0.0,22,16.3,0,303.1,,8015,0,130.7,268.5
168,young,13306,23,7,4933,0,11,1,1,871,4563,338,2816,1357662,51426.1,178650,14.0,125.1,910.0,562676,726.5,172.6,210.0,247.6,3551,0,544277,479967,0,0,0,0,0,0,0,0,0,0,0,0,88.0,0,0,389,441.1,0.0,22,15.8,0,317.1,,8058,0,131.3,269.8
169,full-cycle,31840,28,5164,0,0,0,1,0,1290,1653,269,1305,1364198,51715.8,609124,65.2,65.2,910.0,566443,730.7,172.8,211.4,249.5,3594,0,548167,483283,5192,19287,4174,585183,21,971,216,0,0,0,3170,0,150.0,5,18,335,587.1,9.4,22,20.1,0,257.2,promoted,8171,0,132.2,271.6
170,young,10880,26,7,6224,0,8,2,0,725,2983,292,819,1380620,52361.8,159221,16.1,81.3,910.0,569203,735.3,172.9,212.3,252.7,3613,0,550946,484953,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,358,544.7,9.4,22,18.7,0,273.3,,8185,0,132.8,273.0
171,young,11778,25,7,4471,0,9,2,1,775,4348,297,2055,1385555,52552.3,147851,12.9,94.2,910.0,573483,739.2,173.0,213.5,254.5,3631,0,555301,488775,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,358,472.1,9.4,22,17.6,0,286.2,,8230,0,133.9,275.1
172,young,16353,21,6,5498,0,10,1,1,883,7229,312,2610,1395135,52764.6,240664,18.6,112.8,910.0,576441,742.7,173.1,214.5,256.4,3632,0,558336,491264,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,1,357,392.6,9.4,22,17.5,0,304.8,,8270,0,134.6,276.6
173,young,17659,28,8,3667,0,12,2,1,950,9326,326,3580,1400968,52987.5,309773,24.6,137.4,910.0,579328,745.6,173.2,215.6,257.7,3632,0,561265,493826,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,1,357,294.8,9.4,22,17.5,0,329.4,,8302,0,135.3,277.9
