gc,kind,pause_us,suspend_us,fixctx_us,roots_us,freach_us,handles_us,dep_us,after_us,weak_us,cards_us,card_regions,sweep_us,zero_us,zero_mb,marked_n,marked_mb,live_mb,committed_mb,win_n,win_ms,wait_ms,carve_ms,wzero_ms,blk_n,span_n,hole_n,clean_n,pause_a_us,window_us,pause_b_us,window_marked_n,bsusp_us,rescan_us,drain2_us,predrain_us,predrain_cards,predrain_passes,csweep_us,trim_us,pool_mb,bfresh_n,breo_n,bold_n,holes_mb,tail_mb,cls_n,clsfree_mb,spanreg_n,budget_mb,reason
832,young,3690,332,7,448,0,27,1,0,94,1583,441,1153,20961188,434414.3,25583,1.8,38.3,1126.0,3898022,11947.1,851.0,1499.5,9208.4,2679,0,3927184,3267764,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,804.9,18.2,34,57.1,0,512.0,
833,young,3760,567,7,428,0,22,2,0,88,1372,443,1170,20980032,434926.4,22084,2.0,40.3,1126.0,3902493,11956.1,851.2,1501.1,9215.1,2685,0,3931713,3271534,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,800.5,18.2,34,56.8,0,512.0,
834,young,4057,29,7,317,0,32,2,0,91,2174,436,1300,20993898,435440.9,36418,2.8,43.1,1126.0,3907047,11960.1,851.4,1502.3,9217.4,2687,0,3936314,3275759,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,793.7,18.2,34,56.7,0,512.0,
835,young,4511,254,17,557,0,30,2,0,96,2171,445,1310,21021257,435846.8,36081,2.6,45.7,1126.0,3911718,11963.6,851.6,1503.7,9219.0,2687,0,3941036,3280180,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,785.6,18.2,34,56.7,0,512.0,
836,young,4336,24,7,520,0,22,2,0,81,2134,433,1471,21040831,436462.3,34765,2.6,48.3,1126.0,3916274,11970.7,853.0,1505.2,9222.7,2687,0,3945638,3284151,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,779.4,18.2,34,56.7,0,512.0,
837,young,4448,20,6,222,0,36,2,0,115,2224,435,1736,21056452,436969.1,37898,2.8,51.1,1126.0,3920901,11976.0,853.2,1506.6,9226.0,2687,0,3950305,3288190,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,772.8,18.2,34,56.7,0,512.0,
838,young,4896,26,7,614,0,38,2,0,130,2288,438,1702,21071067,437482.6,36264,2.6,53.7,1126.0,3925491,11981.3,853.7,1508.0,9229.0,2687,0,3954937,3292235,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,767.1,18.2,34,56.7,0,512.0,
839,young,4500,17,6,567,0,26,2,0,77,1981,436,1750,21086117,437995.5,35106,2.6,56.3,1126.0,3930100,11986.2,853.9,1509.3,9232.0,2687,0,3959587,3296377,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,760.8,18.2,34,56.7,0,512.0,
840,young,4368,27,7,481,0,26,2,0,78,1829,436,1860,21100664,438501.7,36556,2.7,59.0,1126.0,3934786,11990.5,854.1,1510.7,9234.4,2687,0,3964313,3300657,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,753.6,18.2,34,56.7,0,512.0,
841,young,4593,45,7,736,0,17,1,0,70,1696,436,1959,21117489,439013.8,38009,2.8,61.8,1126.0,3939427,11998.7,856.3,1512.5,9238.1,2687,0,3969008,3304857,0,0,0,0,0,0,0,0,0,0,0,1,140.0,0,0,459,747.2,18.2,34,56.7,0,512.0,
842,young,4665,26,8,560,0,19,1,0,78,1572,436,2292,21132083,439523.4,28091,2.0,63.8,1126.0,3944077,12004.5,856.8,1514.0,9241.5,2687,0,3973700,3308992,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,741.2,18.2,34,56.7,0,512.0,
843,young,4584,35,8,581,0,28,1,1,96,1343,436,2426,21149096,440032.7,21850,1.7,65.5,1126.0,3948729,12010.1,857.0,1515.4,9245.0,2687,0,3978397,3313050,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,736.8,18.2,34,56.7,0,513.5,
844,young,4328,23,8,269,0,24,1,0,72,1634,433,2200,21164360,440544.5,33522,2.5,67.9,1126.0,3953439,12015.3,857.2,1516.7,9248.3,2687,0,3983170,3317238,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,730.7,18.2,34,56.7,0,515.9,
845,young,5452,81,6,696,0,20,1,0,76,2152,439,2347,21178367,441056.1,37292,2.7,70.7,1126.0,3958149,12020.2,857.5,1518.3,9250.8,2687,0,3987940,3321542,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,724.4,18.2,34,56.7,0,518.7,
846,young,5833,32,8,545,0,30,2,1,91,2184,437,2813,21192865,441568.7,34522,2.5,73.2,1126.0,3962896,12024.1,857.6,1519.9,9252.7,2687,0,3992755,3325980,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,718.8,18.2,34,56.7,0,521.2,
847,young,5063,34,6,350,0,31,1,1,88,1966,442,2534,21210638,442086.1,29731,2.4,75.6,1126.0,3967690,12031.1,858.7,1521.4,9256.5,2691,0,3997616,3330248,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,713.1,18.2,34,56.4,0,523.6,
848,young,5913,196,20,915,0,32,2,0,116,1680,442,2798,21226665,442605.1,28318,2.1,77.6,1126.0,3972526,12036.6,858.9,1523.0,9259.7,2691,0,4002507,3334529,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,708.0,18.2,34,56.4,0,525.6,
849,young,5741,272,9,248,0,33,2,0,102,1781,442,3216,21244628,443123.7,20753,1.5,79.1,1126.0,3977373,12041.0,859.1,1524.6,9261.9,2691,0,4007413,3338982,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,703.5,18.2,34,56.4,0,527.1,
850,young,5024,24,19,540,0,30,2,1,102,1767,442,2464,21260972,443646.0,22773,1.7,80.9,1126.0,3982260,12047.4,859.3,1526.0,9266.2,2691,0,4012357,3343212,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,698.4,18.2,34,56.4,0,528.9,
851,young,5440,33,8,402,0,21,1,0,231,2083,447,2618,21279148,444178.9,34272,2.6,83.4,1126.0,3987165,12052.0,859.5,1527.6,9268.6,2691,0,4017310,3347738,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,692.7,18.2,34,56.4,0,531.4,
852,young,5880,30,7,281,0,22,1,0,84,2602,448,2740,21299880,444706.7,38072,2.8,86.2,1126.0,3992110,12057.2,859.9,1529.7,9270.9,2691,0,4022310,3352288,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,686.8,18.2,34,56.4,0,534.2,
853,full-cycle,11583,19,852,0,0,0,2,0,93,1551,417,110,21320009,445258.5,166419,19.2,19.2,1126.0,3998207,12065.3,860.3,1532.5,9275.4,2726,0,4028428,3357635,871,6730,2736,137810,221,758,89,0,0,0,1160,0,144.0,12,13,433,848.4,16.1,33,57.6,0,512.0,promoted
854,young,3198,22,8,448,0,28,2,0,81,1943,427,581,21352274,446107.5,29831,4.9,24.1,1126.0,4004036,12071.9,860.5,1534.3,9279.3,2748,0,4034270,3362502,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,837.9,15.1,33,56.3,0,512.0,
855,young,3610,47,7,427,0,21,1,0,80,2218,434,758,21369433,446586.1,35491,2.9,27.0,1126.0,4008549,12078.9,860.7,1535.8,9284.2,2754,0,4038814,3366345,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,831.1,15.1,33,56.0,0,512.0,
856,young,4265,540,9,614,0,29,2,0,102,1922,436,972,21393665,447097.0,29215,2.2,29.2,1126.0,4013029,12085.3,860.9,1537.5,9288.2,2756,0,4043339,3370208,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,825.6,15.1,33,55.8,0,512.0,
857,young,3394,23,8,389,0,27,1,0,80,1824,439,952,21411126,447608.0,24396,2.0,31.1,1126.0,4017582,12089.1,861.0,1538.9,9290.0,2758,0,4047939,3374510,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,819.0,15.1,33,55.7,0,512.0,
858,young,3794,28,6,329,0,29,1,0,91,2227,440,1004,21426038,448116.7,37028,3.0,34.2,1126.0,4022089,12093.8,861.3,1540.6,9292.2,2764,0,4052497,3378742,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,812.4,15.1,33,55.4,0,512.0,
859,young,4552,49,7,238,0,40,1,1,115,2748,440,1258,21441397,448626.9,38606,3.0,37.2,1126.0,4026554,12100.0,862.2,1542.1,9295.6,2768,0,4057015,3382713,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,806.6,15.1,33,55.1,0,512.0,
860,young,4032,25,8,318,0,32,1,1,83,2314,444,1175,21457908,449136.7,39102,2.9,40.1,1126.0,4031036,12104.6,862.4,1543.5,9298.3,2768,0,4061547,3386780,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,800.1,15.1,33,55.1,0,512.0,
861,young,4445,34,8,456,0,32,1,0,124,2342,444,1364,21481410,449645.5,39045,2.9,42.9,1126.0,4035653,12108.6,862.6,1545.0,9300.0,2768,0,4066209,3391121,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,791.9,15.1,33,55.1,0,512.0,
862,young,3932,29,7,414,0,20,1,0,76,1823,444,1500,21499217,450154.8,30694,2.6,45.5,1126.0,4040136,12115.7,863.6,1547.4,9303.4,2776,0,4070767,3395065,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,786.5,15.1,33,54.7,0,512.0,
863,young,4112,25,8,476,0,32,2,0,92,1836,451,1553,21514940,450667.1,25686,2.0,47.5,1126.0,4044653,12122.5,866.3,1549.4,9305.1,2778,0,4075348,3399418,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,781.0,15.1,33,54.6,0,512.0,
864,young,4614,21,7,486,0,39,2,0,107,2142,450,1713,21534156,451179.1,32918,2.4,49.9,1126.0,4049195,12126.8,866.6,1550.9,9307.1,2778,0,4079957,3403572,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,774.9,15.1,33,54.6,0,512.0,
865,young,6248,547,10,708,0,33,2,0,119,2522,448,2240,21548456,451686.1,34108,2.6,52.6,1126.0,4053700,12132.5,866.7,1552.4,9310.8,2780,0,4084539,3407600,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,769.6,15.1,33,54.4,0,512.0,
866,young,5874,49,9,310,0,50,2,0,122,2371,449,2895,21567843,452201.0,37740,2.9,55.4,1126.0,4058233,12143.5,873.3,1554.0,9313.3,2782,0,4089128,3411720,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,764.5,15.1,33,54.3,0,512.0,
867,young,6005,171,8,768,0,41,2,0,98,2270,453,2545,21598618,452713.0,27674,2.0,57.4,1126.0,4062774,12147.8,873.5,1555.6,9315.1,2782,0,4093716,3415915,0,0,0,0,0,0,0,0,0,0,0,1,146.0,0,0,457,760.0,15.1,33,54.3,0,512.0,
868,young,4469,30,7,554,0,33,1,0,101,1631,451,2039,21627041,453225.6,18634,1.4,58.8,1126.0,4067312,12153.0,873.7,1557.2,9318.2,2782,0,4098308,3420095,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,756.0,15.1,33,54.3,0,512.0,
869,young,5376,25,8,661,0,33,2,0,112,2072,446,2390,21644976,453741.2,30891,2.3,61.1,1126.0,4071878,12157.9,874.4,1558.8,9320.4,2782,0,4102929,3424307,0,0,0,0,0,0,0,0,0,0,0,1,146.0,0,0,457,750.4,15.1,33,54.3,0,512.0,
870,young,5098,26,8,510,0,32,1,0,78,2199,446,2147,21658356,454253.0,36809,2.7,63.8,1126.0,4076463,12162.9,874.6,1560.0,9323.5,2782,0,4107560,3428396,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,744.1,15.1,33,54.3,0,512.0,
871,young,5695,562,8,363,0,25,1,0,94,2114,449,2425,21673839,454761.6,34040,2.5,66.3,1126.0,4081076,12167.2,874.7,1561.6,9325.6,2782,0,4112216,3432666,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,737.9,15.1,33,54.3,0,514.3,
872,young,5418,25,9,399,0,34,2,1,112,2268,447,2486,21688556,455276.5,35678,2.6,69.0,1126.0,4085694,12171.3,874.9,1563.1,9327.5,2782,0,4116890,3436942,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,732.1,15.1,33,54.3,0,517.0,
873,young,5678,296,10,215,0,38,2,0,111,2176,441,2763,21714963,455707.9,32807,2.4,71.3,1126.0,4090437,12178.3,875.2,1564.8,9332.1,2782,0,4121668,3440685,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,725.0,15.1,33,54.3,0,519.3,
874,young,5051,207,12,231,0,25,1,0,81,1664,450,2733,21741854,456170.4,23087,1.7,73.0,1126.0,4095117,12183.7,875.4,1566.4,9335.5,2782,0,4126394,3444737,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,720.2,15.1,33,54.3,0,521.0,
875,young,5107,26,9,308,0,28,1,0,79,1950,441,2597,21761009,456819.3,27527,2.1,75.1,1126.0,4099831,12191.0,875.6,1568.0,9340.5,2782,0,4131167,3448780,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,715.4,15.1,33,54.3,0,523.1,
876,young,5838,27,8,478,0,34,1,0,107,2161,443,2901,21776204,457344.4,37598,2.8,77.8,1126.0,4104573,12196.5,876.1,1569.4,9343.3,2782,0,4135968,3453017,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,708.5,15.1,33,54.3,0,525.8,
877,young,5215,56,23,716,0,28,2,0,77,1604,445,2628,21792759,457865.6,32417,2.3,80.2,1126.0,4109353,12201.6,877.9,1571.3,9344.3,2782,0,4140794,3457595,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,703.0,15.1,33,54.3,0,528.2,
878,young,6053,25,8,1403,0,27,1,0,95,1780,444,2634,21807850,458390.6,29397,2.2,82.4,1126.0,4114187,12206.1,878.0,1572.6,9347.0,2782,0,4145681,3462020,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,698.2,15.1,33,54.3,0,530.4,
879,young,5950,33,8,337,0,21,1,0,93,2370,447,3003,21824384,458918.0,36730,2.7,85.1,1126.0,4119038,12210.0,878.2,1574.1,9348.8,2782,0,4150583,3466555,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,457,692.1,15.1,33,54.3,0,533.1,
880,full-cycle,10992,28,1003,0,0,0,2,0,105,2260,426,122,21839453,459450.4,164907,19.1,19.1,1126.0,4125194,12216.6,878.6,1576.2,9352.3,2810,0,4156788,3472121,1032,5984,2805,122292,12,234,171,0,0,0,1136,0,150.0,12,9,441,864.5,20.7,26,44.1,0,512.0,promoted
881,young,3288,173,10,526,0,17,1,0,84,1853,438,543,21872104,460170.9,33081,5.1,24.3,1126.0,4130871,12224.6,878.8,1578.4,9357.4,2838,0,4162488,3476680,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,845.7,19.7,26,42.4,0,512.0,
882,young,2859,182,18,533,0,22,2,0,71,1346,436,615,21893823,460820.1,27030,2.0,26.3,1126.0,4135721,12231.3,879.0,1579.9,9361.8,2838,0,4167383,3480947,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,832.6,19.7,26,42.4,0,512.0,
883,young,3028,36,8,396,0,30,1,0,102,1624,438,744,21907821,461325.9,24395,1.8,28.1,1126.0,4140180,12237.9,880.0,1581.3,9365.8,2840,0,4171905,3484859,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,1,460,826.9,19.7,26,42.3,0,512.0,
884,young,3388,35,7,473,0,38,2,0,84,1799,434,853,21923188,461840.4,24220,1.9,30.0,1126.0,4144731,12246.0,884.4,1582.5,9367.8,2840,0,4176501,3489014,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,821.5,19.7,26,42.3,0,512.0,
885,young,3829,41,7,502,0,30,1,0,84,2153,433,922,21937156,462352.4,37145,2.7,32.7,1126.0,4149353,12250.8,884.6,1583.9,9370.4,2840,0,4181170,3493185,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,813.1,19.7,26,42.3,0,512.0,
886,young,4155,526,6,586,0,24,2,0,90,1925,435,927,21957134,462860.8,31272,2.3,35.0,1126.0,4153901,12256.3,884.7,1586.3,9372.8,2840,0,4185767,3497361,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,807.6,19.7,26,42.3,0,512.0,
887,young,3845,25,8,495,0,33,1,0,104,1979,436,1132,21973152,463372.4,29363,2.2,37.2,1126.0,4158417,12261.0,884.9,1587.7,9375.4,2840,0,4190329,3501408,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,802.5,19.7,26,42.3,0,512.0,
888,young,4156,31,11,328,0,30,2,0,80,2440,440,1175,22006091,463883.7,34159,2.5,39.7,1126.0,4162964,12267.4,885.1,1589.2,9379.7,2840,0,4194932,3505288,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,795.6,19.7,26,42.3,0,512.0,
889,young,4646,57,7,541,0,40,2,0,117,2385,439,1427,22019864,464393.6,34963,2.6,42.3,1126.0,4167499,12271.8,885.2,1590.6,9382.2,2840,0,4199506,3509394,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,789.9,19.7,26,42.3,0,512.0,
890,young,4042,26,7,423,0,17,1,0,95,2024,443,1341,22036980,464907.1,30321,2.2,44.4,1126.0,4172037,12277.4,885.6,1592.0,9385.6,2840,0,4204093,3513438,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,784.6,19.7,26,42.3,0,512.0,
891,young,4221,590,6,592,0,22,2,1,81,1336,442,1465,22053412,465421.2,20412,1.5,45.9,1126.0,4176578,12284.1,885.8,1593.3,9390.2,2840,0,4208686,3517383,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,779.9,19.7,26,42.3,0,512.0,
892,young,3964,24,6,555,0,24,2,0,96,1686,443,1494,22068131,465933.4,22359,1.8,47.7,1126.0,4181154,12288.8,885.9,1594.5,9393.1,2842,0,4213309,3521456,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,775.3,19.7,26,42.2,0,512.0,
893,young,4279,33,6,626,0,28,2,0,96,1990,444,1440,22083575,466448.1,31152,3.0,50.7,1126.0,4185721,12295.8,886.4,1596.1,9397.0,2856,0,4217956,3525467,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,769.9,19.7,26,41.4,0,512.0,
894,young,4502,288,7,458,0,33,1,0,82,2071,443,1459,22097677,466959.1,38749,2.9,53.7,1126.0,4190318,12299.9,886.5,1597.5,9399.2,2858,0,4222597,3529711,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,763.4,19.7,26,41.3,0,512.0,
895,young,4569,13,6,429,0,34,1,1,91,2157,444,1806,22116881,467467.3,38632,3.0,56.7,1126.0,4194911,12311.5,891.1,1600.2,9403.2,2862,0,4227258,3533648,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,757.7,19.7,26,41.0,0,512.0,
896,young,4426,31,8,655,0,29,2,0,95,1908,441,1575,22134026,467979.8,32065,2.4,59.1,1126.0,4199553,12319.5,894.7,1602.4,9404.9,2864,0,4231966,3537951,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,751.9,19.7,26,40.9,0,512.0,
897,young,4008,18,6,657,0,25,1,0,89,1293,444,1828,22149869,468489.8,16303,1.3,60.3,1126.0,4204243,12324.0,894.9,1603.9,9407.4,2866,0,4236714,3542227,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,747.6,19.7,26,40.8,0,512.0,
898,young,4280,91,12,830,0,32,2,0,89,1388,444,1715,22182995,468904.9,16319,1.3,61.6,1126.0,4209015,12337.5,895.1,1606.3,9417.5,2866,0,4241545,3545145,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,741.3,19.7,26,40.8,0,512.0,
899,young,4333,37,7,687,0,27,2,0,79,1445,437,1925,22202847,469511.1,25700,1.9,63.5,1126.0,4213660,12344.3,895.3,1607.8,9421.9,2866,0,4246242,3549163,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,736.2,19.7,26,40.8,0,512.0,
900,young,5034,27,7,686,0,31,2,0,80,1845,441,2280,22218623,470021.2,27970,2.1,65.6,1126.0,4218313,12347.9,895.5,1609.2,9423.4,2866,0,4250950,3553538,0,0,0,0,0,0,0,0,0,0,0,1,152.0,0,0,461,730.6,19.7,26,40.8,0,513.6,
901,young,5240,72,14,1025,0,25,2,1,81,1475,441,2412,22236354,470531.7,29715,2.2,67.8,1126.0,4222988,12355.0,896.8,1611.1,9426.8,2866,0,4255677,3557722,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,724.7,19.7,26,40.8,0,515.8,
902,young,4528,71,6,289,0,20,1,0,94,1844,440,2109,22256358,471043.2,28912,2.1,69.9,1126.0,4227706,12361.7,897.0,1612.5,9431.4,2866,0,4260440,3561842,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,719.7,19.7,26,40.8,0,517.9,
903,young,5176,25,7,518,0,26,2,0,94,2153,440,2248,22272246,471557.5,30765,2.3,72.2,1126.0,4232454,12367.5,897.2,1613.9,9435.2,2866,0,4265249,3565942,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,1,460,713.7,19.7,26,40.8,0,520.2,
904,young,5984,19,7,753,0,35,2,0,105,2296,444,2667,22291015,472074.0,35567,2.6,74.8,1126.0,4237227,12376.3,897.8,1616.1,9440.3,2866,0,4270070,3570234,0,0,0,0,0,0,0,0,0,0,0,1,152.0,0,0,461,707.8,19.7,26,40.8,0,522.8,
905,young,5308,26,10,262,0,20,1,0,90,2207,447,2626,22310555,472592.2,34911,2.6,77.3,1126.0,4242034,12384.8,898.0,1617.6,9446.7,2866,0,4274929,3574475,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,702.2,19.7,26,40.8,0,525.3,
906,young,5364,32,8,400,0,32,1,0,83,2152,450,2606,22326992,473114.6,36251,2.7,80.0,1126.0,4246880,12390.1,898.2,1619.3,9449.7,2866,0,4279826,3578876,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,695.9,19.7,26,40.8,0,528.0,
907,young,4973,25,8,292,0,24,1,0,75,1805,452,2668,22346511,473639.1,30792,2.2,82.2,1126.0,4251768,12397.3,899.5,1621.3,9453.0,2866,0,4284780,3583230,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,690.2,19.7,26,40.8,0,530.2,
908,young,5810,22,6,493,0,32,1,0,107,2064,449,3011,22362387,474167.0,27608,2.1,84.3,1126.0,4256685,12402.5,899.7,1622.8,9455.9,2866,0,4289747,3587613,0,0,0,0,0,0,0,0,0,0,0,0,152.0,0,0,461,684.9,19.7,26,40.8,0,532.3,
909,full-cycle,10670,285,567,0,0,0,2,0,88,1852,421,104,22385102,474707.9,164627,19.1,19.1,1126.0,4262790,12407.7,899.9,1625.0,9458.1,2900,0,4295920,3593258,852,6136,2514,128932,16,471,64,0,0,0,1096,0,142.0,14,13,437,862.8,23.6,28,47.8,0,512.0,promoted
910,young,3470,17,6,650,0,26,1,0,74,1988,427,638,22411208,475572.3,38573,5.9,25.0,1126.0,4268716,12415.7,900.1,1626.7,9463.7,2930,0,4301875,3597902,0,0,0,0,0,0,0,0,0,0,0,1,144.0,0,0,463,841.7,23.2,28,46.0,0,512.0,
911,young,3270,42,29,268,0,22,1,0,73,1996,441,779,22423865,476048.7,38657,3.2,28.2,1126.0,4273228,12419.5,900.4,1628.1,9465.5,2938,0,4306433,3602148,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,463,833.5,23.2,28,45.6,0,512.0,
912,young,3491,22,8,312,0,27,1,0,70,2114,442,885,22439196,476556.7,39001,3.4,31.7,1126.0,4277700,12423.5,900.8,1629.5,9467.1,2950,0,4310976,3606311,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,463,826.6,23.2,28,44.9,0,512.0,
913,young,4221,25,8,556,0,34,1,0,84,2370,440,1035,22451939,477068.5,38678,2.9,34.6,1126.0,4282325,12428.0,901.2,1630.8,9469.5,2952,0,4315652,3610515,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,463,817.4,23.2,28,44.8,0,512.0,
914,young,4070,100,9,610,0,22,1,0,82,2010,443,1125,22468600,477576.1,33364,2.5,37.1,1126.0,4286820,12438.4,904.7,1632.6,9473.5,2954,0,4320206,3614372,0,0,0,0,0,0,0,0,0,0,0,1,144.0,0,0,463,811.3,23.2,28,44.6,0,512.0,
915,young,3813,24,8,363,0,30,1,0,79,2107,440,1157,22486513,478088.8,32021,2.4,39.5,1126.0,4291489,12443.1,904.9,1634.1,9476.2,2954,0,4324922,3618535,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,463,802.8,23.2,28,44.6,0,512.0,
916,young,4280,86,9,517,0,36,2,0,80,2066,439,1413,22504256,478596.2,37900,2.8,42.3,1126.0,4296022,12451.5,905.0,1635.4,9482.8,2954,0,4329498,3622424,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,463,797.3,23.2,28,44.6,0,512.0,
917,young,4239,33,7,423,0,32,2,0,97,1992,437,1580,22520495,479109.8,36542,2.7,45.0,1126.0,4300623,12457.1,905.2,1636.9,9486.3,2954,0,4334148,3626452,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,463,790.4,23.2,28,44.6,0,512.0,
918,young,4585,31,7,497,0,25,1,0,93,2189,438,1686,22537305,479619.4,37563,2.8,47.7,1126.0,4305197,12464.6,905.9,1638.3,9491.4,2954,0,4338773,3630072,0,0,0,0,0,0,0,0,0,0,0,1,144.0,0,0,463,784.0,23.2,28,44.6,0,512.0,
919,young,4613,41,8,546,0,25,2,1,111,2138,446,1676,22552475,480129.3,38111,2.8,50.5,1126.0,4309790,12472.0,906.1,1639.7,9496.6,2954,0,4343421,3633903,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,463,778.5,23.2,28,44.6,0,512.0,
920,young,4559,25,8,395,0,31,2,0,83,2146,444,1805,22567500,480638.8,38716,2.8,53.4,1126.0,4314427,12476.7,906.8,1641.5,9498.4,2954,0,4348099,3638239,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,463,772.5,23.2,28,44.6,0,512.0,
921,young,4438,119,15,440,0,32,1,0,108,1988,447,1630,22594691,481054.8,31196,2.2,55.6,1126.0,4319113,12486.1,907.1,1643.6,9505.0,2954,0,4352843,3641485,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,463,764.2,23.2,28,44.6,0,512.0,
922,young,3540,17,6,287,0,30,2,0,101,1453,451,1575,22617186,481657.8,18711,1.4,57.0,1126.0,4323715,12493.6,907.4,1645.2,9510.2,2954,0,4357496,3645095,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,463,760.0,23.2,28,44.6,0,512.0,
923,young,4024,54,5,655,0,22,1,0,81,1608,449,1524,22631606,482170.8,24334,1.9,58.8,1126.0,4328332,12499.1,907.6,1646.5,9513.8,2954,0,4362140,3649144,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,463,754.8,23.2,28,44.6,0,512.0,
924,young,4295,22,8,278,0,17,1,0,70,1614,449,2215,22652642,482685.1,35258,2.6,61.4,1126.0,4332949,12503.8,907.8,1647.8,9516.6,2954,0,4366799,3653219,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,463,748.6,23.2,28,44.6,0,512.0,
